,True Values,Predictions
1,1,0
2,1,0
3,1,0
4,0,0
5,1,0
6,0,0
7,0,0
8,0,0
9,0,0
10,1,0
11,1,0
12,1,0
13,0,0
14,0,0
15,1,0
16,1,0
17,0,0
18,1,1
19,1,1
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,1,1
26,0,0
27,0,0
28,1,1
29,0,0
30,0,0
31,0,0
32,1,1
33,1,1
34,0,0
35,0,0
36,0,0
37,1,0
38,0,0
39,1,1
40,1,0
41,0,0
42,0,0
43,1,0
44,0,0
45,0,0
46,1,0
47,1,0
48,1,0
49,0,0
50,0,0
51,1,0
52,1,0
53,0,0
54,1,0
55,1,0
56,0,0
57,1,0
58,1,0
59,1,0
60,0,0
61,1,0
62,0,0
63,1,0
64,0,0
65,1,0
66,1,0
67,1,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,1,0
74,0,0
75,1,0
76,0,0
77,1,0
78,1,0
79,1,0
80,1,0
81,0,0
82,1,0
83,0,0
84,1,0
85,1,0
86,0,0
87,1,0
88,0,0
89,1,0
90,0,0
91,1,0
92,1,0
93,0,0
94,0,0
95,0,0
96,1,0
97,0,0
98,0,0
99,1,0
100,0,0
101,1,0
102,1,0
103,0,0
104,0,0
105,1,0
106,0,0
107,1,0
108,0,0
109,0,0
110,1,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,1,0
117,1,0
118,0,0
119,1,0
120,0,0
121,1,0
122,0,0
123,1,0
124,1,0
125,0,0
126,0,0
127,0,0
128,1,0
129,1,0
130,1,0
131,1,0
132,1,0
133,0,0
134,1,0
135,1,0
136,1,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,1,0
143,1,0
144,1,0
145,1,0
146,1,0
147,0,0
148,1,0
149,0,0
150,1,0
151,0,0
152,0,0
153,0,0
154,0,0
155,1,0
156,1,0
157,1,0
158,0,0
159,0,0
160,0,0
161,1,0
162,1,0
163,1,0
164,1,0
165,1,0
166,0,0
167,1,0
168,0,0
169,1,0
170,0,0
171,1,0
172,1,0
173,1,0
174,1,0
175,1,0
176,1,0
177,0,0
178,1,0
179,1,0
180,1,0
181,0,0
182,0,0
183,0,0
184,1,0
185,1,0
186,0,0
